"Timestamp","Action","MediaType","OldPath","NewPath","Reason"
"2026-03-19T14:03:41.2509773-06:00","skip","movie","U:\Combined\Jurassic Park\Jurassic Park III.avi","","IMDb lookup failed: IMDb search returned no tt id for query: JurassicParkIII"
"2026-03-19T14:03:42.7948844-06:00","skip","movie","U:\Combined\Jurassic Park\Jurassic.Park.1993.720p.Rifftrax.6ch.2ch.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: J u r a s s i c P a r k 1993 720p R i f f t r a x 6c h 2c h"
"2026-03-19T14:03:44.4022915-06:00","skip","movie","U:\Combined\Jurassic Park\Jurassic.World.2015.1080p.Rifftrax.6ch.2ch.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: J u r a s s i c W o r l d 2015 1080p R i f f t r a x 6c h 2c h"
"2026-03-19T14:03:46.3401131-06:00","skip","movie","U:\Combined\Jurassic Park\Jurassic.World.Fallen.Kingdom.2018.1080p.Rifftrax.6ch.x264.AVC.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: J u r a s s i c W o r l d F a l l e n K i n g d o m 2018 1080p R i f f t r a x 6c h x264 A V C"
"2026-03-19T14:03:47.6706830-06:00","skip","movie","U:\Combined\Lord of the Rings\LOTR1 Fellowship Of The Ring Theatrical 2001.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: L O T R1 F e l l o w s h i p O f T h e R i n g T h e a t r i c a l 2001"
"2026-03-19T14:03:49.1341931-06:00","skip","movie","U:\Combined\Lord of the Rings\LOTR1.Fellowship.Of.The.Ring.Theatrical.2001.1080p.Rifftrax.6ch.2ch.v2.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: L O T R1 F e l l o w s h i p O f T h e R i n g T h e a t r i c a l 2001 1080p R i f f t r a x 6c h 2c h v2"
"2026-03-19T14:03:50.8604272-06:00","skip","movie","U:\Combined\Lord of the Rings\LOTR2 Two Towers Theatrical 2002.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: L O T R2 T w o T o w e r s T h e a t r i c a l 2002"
"2026-03-19T14:03:52.1338217-06:00","skip","movie","U:\Combined\Lord of the Rings\LOTR2.Two.Towers.Theatrical.2002.1080p.Rifftrax.6ch.2ch.v2.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: L O T R2 T w o T o w e r s T h e a t r i c a l 2002 1080p R i f f t r a x 6c h 2c h v2"
"2026-03-19T14:03:53.8672991-06:00","skip","movie","U:\Combined\Lord of the Rings\LOTR3 Return Of The King Theatrical 2003.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: L O T R3 R e t u r n O f T h e K i n g T h e a t r i c a l 2003"
"2026-03-19T14:03:55.4092881-06:00","skip","movie","U:\Combined\Lord of the Rings\LOTR3.Return.Of.The.King.Theatrical.2003.1080p.Rifftrax.6ch.2ch.v2.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: L O T R3 R e t u r n O f T h e K i n g T h e a t r i c a l 2003 1080p R i f f t r a x 6c h 2c h v2"
"2026-03-19T14:03:57.2505866-06:00","skip","movie","U:\Combined\Matrix Trilogy\Matrix.1999.1080p.Rifftrax.6ch.2ch.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: M a t r i x 1999 1080p R i f f t r a x 6c h 2c h"
"2026-03-19T14:03:59.6045089-06:00","skip","movie","U:\Combined\Matrix Trilogy\Matrix.Reloaded.2003.1080p.Rifftrax.6ch.2ch.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: M a t r i x R e l o a d e d 2003 1080p R i f f t r a x 6c h 2c h"
"2026-03-19T14:04:00.6510932-06:00","skip","movie","U:\Combined\Matrix Trilogy\Matrix.Revolutions.2003.1080p.Rifftrax.6ch.2ch.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: M a t r i x R e v o l u t i o n s 2003 1080p R i f f t r a x 6c h 2c h"
"2026-03-19T14:04:01.4376909-06:00","skip","movie","U:\Combined\Spiderman Trilogy\Spider-Man.2.2004.1080p.Rifftrax.6ch.2ch.v2.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: S p i d e r M a n 2 2004 1080p R i f f t r a x 6c h 2c h v2"
"2026-03-19T14:04:02.4302266-06:00","skip","movie","U:\Combined\Spiderman Trilogy\Spider-Man.2002.1080p.Rifftrax.6ch.2ch.v2.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: S p i d e r M a n 2002 1080p R i f f t r a x 6c h 2c h v2"
"2026-03-19T14:04:03.2687451-06:00","skip","movie","U:\Combined\Spiderman Trilogy\Spider-Man.3.2007.1080p.Rifftrax.6ch.2ch.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: S p i d e r M a n 3 2007 1080p R i f f t r a x 6c h 2c h"
"2026-03-19T14:04:04.8124226-06:00","skip","movie","U:\Combined\Star Trek\Star.Trek.2009.1080p.Rifftrax.6ch.2ch.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: S t a r T r e k 2009 1080p R i f f t r a x 6c h 2c h"
