DoubleDragon.mp4,Double Dragon (1994).mp4
DuckAndCover.mp4,Duck and Cover (1952).mp4
DutiesOfASecretary.mp4,Duties of a Secretary (1947).mp4
EarthAngel.mp4,Earth Angel.mp4
FairyKingOfAr.mp4,RiffTrax_ The Fairy King of Ar (2018).mp4
FangsOfTheLivingDead.mp4,Fangs of the Living Dead (1969).mp4
FashionHorizons.mp4,Fashion Horizons (1940).mp4
FightToWin.mp4,Fight to Win (1987).mp4
FistOfFury.mp4,Fist of Fury (1972).mp4
FlashThatSmile.mp4,Flash That Smile (1984).mp4
FrankensteinIsland.mpg,Frankenstein Island (1981).mpg
Friends.mp4,Friends (1994).mp4
Friends.wmv,Friends (1994).wmv
FrustratingFours.mp4,The Frustrating Fours and Fascinating Fives (1953).mp4
Fun in Baloonland.mp4,Fun in Balloon Land (1965).mp4
FutureForce.mpeg,Future Force (1989).mpeg
GammeraTheInvincible.mp4,Gammera the Invincible (1966).mp4
GettingAngry.mp4,Getting Angry (1966).mp4
GhostHouse.wmv,Ghost House (2017).wmv
GiantFromTheUnknown.mp4,Giant from the Unknown (1958).mp4
GoodbyeWeeds.mpg,"Goodbye, Weeds (1946).mpg"
GumbyTheMovie.mp4,Gumby_ The Movie (1995).mp4
Guy From Harlem.mp4,The Guy from Harlem (1977).mp4
HareAndTheTortoise.mpeg,The Hare and the Tortoise (1979).mpeg
Harry Potter Order of the Phoenix riff.avi,Harry Potter and the Order of the Phoenix (2007).avi
HaveAMJChristmasAndABridgetNewYear.mp4,RiffTrax Presents_ Have a Mary Jo Christmas and a Bridget New Year! (2015).mp4
HawktheSlayer.mp4,Hawk the Slayer (1980).mp4
HowToBeCourteousToMaryJo.mp4,How to Be Awesome at Your Job (2016).mp4
HowToKeepAJob.mp4,How to Keep a Job (1949).mp4
JackAndTheBeanstalk.mp4,Jack and the Beanstalk (2009).mp4
JimmyOfTheSafetyPatrol.mpeg,Jimmy of the Safety Patrol (1950).mpeg
JoinHandsLetGo.wmv,"Join Hands, Let Go! (1969).wmv"
JoyRide.mpeg,Joy Ride (2023).mpeg
JuanandHisDonkey.mpeg,Alim and His Donkey (1978).mpeg
Kangaroos.wmv,Kangaroos (1953).wmv
KarateCop.mp4,Karate Cop (1991).mp4
Katy.mp4,Katy Wix.mp4
KillAndKillAgain.mp4,Kill and Kill Again (1981).mp4
KillersFromSpace.mp4,Killers from Space (1954).mp4
KingOfKongIsland.mpeg,King of Devil's Island (2010).mpeg
Ladyhawke.mp4,Ladyhawke (1985).mp4
LastWomanOnEarth.mp4,Last Woman on Earth (1960).mp4
LetsGiveKittyABath.mp4,Let's Give Kitty a Bath! (1985).mp4
LifeInTheSuburbs.mp4,Life in the Suburbs (2016).mp4
LitterMonster.mp4,The Litter Monster (1970).mp4
LycanColony.mp4,Lycan Colony (2006).mp4
MaintainingClassroomDiscipline.mpeg,Maintaining Classroom Discipline (1947).mpeg
MakingSenseWithSentences.mpg,Making Sense with Sentences (1975).mpg
MakingSenseWithSentences.wmv,Making Sense with Sentences (1975).wmv
MarriageIsAPartnership.mp4,Marriage Is a Partnership (1951).mp4
McBain.mpeg,McBain (1991).mpeg
MonkeySeeMonkeyDo.mpg,"Monkey See, Monkey Do (2009).mpg"
Mutant.mpg,Teenage Mutant Ninja Turtles (1990).mpg
MysteriousMessage.wmv,The Mysterious Message (1982).wmv
Neutron.mpeg,The Neutron Bomb (2022).mpeg
NightBeforeChristmas.mpeg,The Night Before Christmas (2022).mpeg
NightBeforeChristmas.mpg,The Night Before Christmas (2022).mpg
Nightmare At Noon.mpeg,Nightmare at Noon (1988).mpeg
NormanChecksIn.mpeg,Norman Checks In (1984).mpeg
NormanChecksIn.mpg,Norman Checks In (1984).mpg
NormanGivesASpeech.mp4,Norman Gives a Speech (1989).mp4
Nutrition.mpg,Nutrition Nerd (2019).mpg
OhBoyBabies.mp4,Oh Boy Babies.mp4
OneTurkeyTwoTurkey.wmv,"One Turkey, Two Turkey (1971).wmv"
OnGuardBunco.mp4,On Guard - Bunco! (1974).mp4
PaperAndI.wmv,Paper and I (1960).wmv
Phoebe.mp4,Phoebe (1964).mp4
PlanetOutlaws.mp4,Planet Outlaws (1953).mp4
PricklyThePorcupine.wmv,Prickly the Porcupine (1955).wmv
PrisonersOfTheLostUniverse.mp4,Prisoners of the Lost Universe (1983).mp4
PurpleDeathFromOuterSpace.mp4,Purple Death from Outer Space (1966).mp4
ReadingFromNowOn.mpg,Reading from Now On (1969).mpg
ReadingFromNowOn.wmv,Reading from Now On (1969).wmv
ReadOnFromLeftToRight.mp4,From Left to Right (1989).mp4
RediscoveryPuppets.mp4,Puppets (1967).mp4
Replica.mp4,Replica (2005).mp4
RescueMan.mpeg,Rescueman (1982).mpeg
RevengeOfDrX.mpeg,RiffTrax_ The Revenge of Doctor X (2012).mpeg
RiffTraxLiveSharknado.mp4,Sharknado (2013).mp4
RobotMonster.mp4,Robot Monster (1953).mp4
Rollergator.mp4,Rollergator (1996).mp4
ROTOR.mp4,Rotor (2022).mp4
Rudolph.mpg,Rudolph the Red-Nosed Reindeer (1964).mpg
SafeLivingAtSchool.mpeg,Safe Living at School (1948).mpeg
SailingAToyBoat.wmv,Sailing a Toy Boat (1952).wmv
SantaPunchAndJudy.mpg,Santa Claus' Punch and Judy (1959).mpg
SeniorPower.mp4,Senior Power (1975).mp4
SettingUpARoom.wmv,Setting Up a Room (1967).wmv
SheDemons.mp4,She Demons (1958).mp4
SherlockHolmesDressedToKill.mp4,RiffTrax Presents_ Sherlock Holmes_ Dressed to Kill (2019).mp4
SherlockHolmesWomanInGreen.mp4,Sherlock Holmes_ The Woman in Green (in Color) (1945).mp4
SistersOfDeath.mp4,Sisters of Death (1976).mp4
Snowbeast.mp4,Snowbeast (1977).mp4
SocialAcceptability.mp4,Social Acceptability (1957).mp4
SorcerersApprentice.mp4,The Sorcerer's Apprentice (2010).mp4
SqueakTheSquirrel.mp4,Squeak the Squirrel (1957).mp4
StartingSchool.mp4,Starting School (1973).mp4
SuperMarioBros.mp4,Super Mario Bros (1993).mp4
TheBeastOfTheYellowNight.mp4,Beast of the Yellow Night (1971).mp4
TheDark.mp4,The Dark Tower (2017).mp4
TheLastSlumberParty.mp4,The Last Slumber Party (1988).mp4
TheMythsOfShoplifting.mp4,The Myths of Shoplifting (1980).mp4
TheNightDraculaSavedTheWorld.mp4,The Night Eats the World (2018).mp4
TheRedHen.wmv,The Red Hen (1964).wmv
TheSnob.mp4,The Snob (2019).mp4
TheSpringCollection.mp4,RiffTrax Presents_ The Spring Collection (2018).mp4
TheToymaker.mpg,The Toymaker (2023).mpg
ThisIsHormel.mp4,This is Hormel (1965).mp4
TinyAstronaut.mp4,The Tiny Astronaut (1966).mp4
ToesTellWhoseShoes.mp4,Juice Escobar feat. 3rd Rell_ Deze Hoes (2014).mp4
TommysDay.mp4,Mommy's Day (1997).mp4
ToothTruth.wmv,Tooth Truth with Harv and Marv (1990).wmv
TotalRiffOffEp4ManVMonster.mp4,Man v. Monster (2011).mp4
TotalRiffOffEp5AimalsBehavingBadly.mp4,Total Riff Off Ep 5 Aimals Behaving Badly.mp4
TouristTrap.mpeg,Tourist Trap (1979).mpeg
UntoTheLeastOfThese.wmv,Unto the Least of These (2008).wmv
VacationDays.mp4,Vacation Days (1947).mp4
VisionInTheForest.mpeg,Vision in the Forest (1957).mpeg
VisionInTheForest.wmv,Vision in the Forest (1957).wmv
WalkingToSchool.wmv,Walking to School (2016).wmv
WarriorsOfTheWasteland.mp4,Warriors of the Wasteland (1983).mp4
WartyTheToad.mp4,"Warty, the Toad (1973).mp4"
WeDiscoverThedictionary.wmv,We Discover the Dictionary (1963).wmv
WelcomeBackNorman.mpg,"Welcome Back, Norman (1979).mpg"
WhatArelettersFor.wmv,What Are Letters for_ (1973).wmv
WhatIsNothing.avi,What Is Nothing_ (1973).avi
WhatMakesThingsFloat.wmv,What Makes Things Float_ (1951).wmv
WhenShouldGrownupsStopFights.mpeg,When Should Grown-Ups Stop Fights_ (1955).mpeg
WilliamFromGeorgiaToHarlem.mp4,William_ From Georgia to Harlem (1971).mp4
WillyWhistle.mp4,Lilly White (2018).mp4
WithAnAllstarCast.mp4,With an All-Star Cast (1956).mp4
WonderfulLandOfOz.mp4,The Wonderful Land of Oz (1969).mp4
WordToTheWives.mp4,A Word to the Wives (1955).mp4
YorHunterFromTheFuture.mp4,Yor_ The Hunter from the Future (1983).mp4
YouCanDoSomethingAboutAcne.mpg,You Can Do Something About Acne (1970).mpg
YoureTheJudge.mpeg,You're the Judge (1965).mpeg
ZindyTheSwampBoy.mp4,Zindy the Swamp Boy (1973).mp4
ZombieNightmare.mp4,Zombie Nightmare (1987).mp4
